p_no	player_name	KBO_id	img_url	back_no	birth	position	height	weight	history	signing_fee	salary	draft	join_year	IDKEY	Year	Age	Pos.	G	hand	player_type	b_AB	b_AVG	p_BK	p_CG	b_CS	p_ER	p_ERA	p_FIP	b_GDP	p_GF	p_GR	p_GS	p_HD	p_IP	p_L	b_OBP	b_OPS	b_PA	b_R/ePA	p_RA9	b_RBI	p_ROE	p_S	b_SB	b_SF	b_SH	p_SHO	b_SLG	b_TB	p_TBF	p_W	p_WHIP	p_WP	b_2B	b_3B	b_BB	b_H	b_HP	b_HR	b_IB	b_R	b_SO	b_WAR	b_dWAR	b_ePA	b_oWAR	p_2B	p_3B	p_BB	p_H	p_HP	p_HR	p_IB	p_R	p_SO	p_WAR	p_rRA	p_rRA9	b_wRC+
11248	배재환	64995	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64995.jpg	61.0	1995년 02월 24일	투수(우투우타)	186.0	95.0	가동초-잠신중-서울고-NC-상무	15000만원	5500만원	14 NC 2차 1라운드 1순위	14NC	NC	2025.0	30.0	P	62.0	right	pitcher			0.0	0.0		28.0	4.61	4.94		6.0	62.0	0.0	20.0	54.2	4.0					5.6		3.0	2.0				0.0			249.0	2.0	1.46	6.0														6.0	1.0	33.0	47.0	10.0	3.0	4.0	34.0	44.0	0.7	29.7	4.89	
14220	서호철	69995	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69995.jpg	5.0	1996년 10월 16일	내야수(우투우타)	179.0	85.0	순천남산초-순천이수중-효천고-동의대-NC-상무	3000만원	17500만원	19 NC 2차 9라운드 87순위	20NC	NC	2025.0	29.0	1B	89.0	right	batter	221.0	0.267			3.0				6.0							0.294	0.62	243.0	0.073		24.0			6.0	4.0	8.0		0.326	72.0					5.0	1.0	6.0	59.0	4.0	2.0	0.0	17.0	44.0	-0.95	-0.37	235.0	-0.58													58.8
16057	손주환	54904	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54904.jpg	46.0	2002년 01월 05일	투수(우투우타)	177.0	85.0	영천초-신정중-물금고-동아대	6000만원	3000만원	24 NC 6라운드 55순위	24NC	NC	2025.0	23.0	P	47.0	right	pitcher			0.0	0.0		24.0	4.5	4.44		6.0	47.0	0.0	6.0	48.0	1.0					5.25		3.0	0.0				0.0			210.0	6.0	1.44	0.0														5.0	0.0	18.0	51.0	1.0	4.0	0.0	28.0	33.0	0.68	26.4	4.95	
13085	신민혁	68902	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68902.jpg	18.0	1999년 02월 04일	투수(우투우타)	184.0	95.0	염강초(강서구리틀)-매향중-야탑고	6000만원	18000만원	18 NC 2차 5라운드 49순위	20NC	NC	2025.0	26.0	P	25.0	right	pitcher			0.0	1.0		68.0	5.13	5.48		1.0	0.0	25.0	0.0	119.1	3.0					5.58		6.0	0.0				0.0			521.0	5.0	1.37	3.0														18.0	2.0	26.0	137.0	6.0	23.0	1.0	74.0	75.0	1.65	71.1	5.36	
13082	오영수	68904	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg	34.0	2000년 01월 30일	내야수(우투좌타)	178.0	93.0	사파초-창원신월중-용마고-NC-상무	10000만원	5100만원	18 NC 2차 2라운드 19순위	18NC	NC	2025.0	25.0	DH	55.0	left	batter	130.0	0.246			2.0				0.0							0.342	0.68	149.0	0.114		20.0			2.0	0.0	0.0		0.338	44.0					3.0	0.0	17.0	32.0	2.0	3.0	0.0	11.0	39.0	0.09	-0.04	149.0	0.13													91.5
11099	이우성	63260	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg	55.0	1994년 07월 17일	외야수(우투우타)	182.0	95.0	대전유천초-한밭중-대전고-두산-상무-두산-NC-KIA	12000만원	17000만원	13 두산 2라운드 15순위	13두산	NC	2025.0	31.0	LF	56.0	right	batter	155.0	0.219			0.0				4.0							0.307	0.642	176.0	0.094		15.0			0.0	1.0	0.0		0.335	52.0					10.0	1.0	18.0	34.0	2.0	2.0	0.0	11.0	37.0	-0.56	-0.47	176.0	-0.09													79.7
15111	이준혁	52992	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52992.jpg	40.0	2003년 06월 30일	투수(우투우타)	184.0	87.0	용인포곡초(처인구리틀)-성일중-율곡고-NC	12000만원	3000만원	22 NC 2차 1라운드 10순위	25NC	NC	2025.0	22.0	P	25.0	right	pitcher			0.0	0.0		30.0	7.3	6.52		5.0	22.0	3.0	0.0	37.0	3.0					8.03		0.0	0.0				0.0			170.0	1.0	1.7	4.0														7.0	1.0	20.0	43.0	6.0	8.0	2.0	33.0	30.0	-0.47	32.1	7.81	
14156	전사민	69969	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69969.jpg	57.0	1999년 07월 06일	투수(우투우타)	194.0	85.0	연서초(부산동래구리틀)-대신중-부산정보고-NC-상무	10000만원	3800만원	19 NC 2차 2라운드 17순위	19NC	NC	2025.0	26.0	P	64.0	right	pitcher			0.0	0.0		36.0	4.72	4.15		5.0	64.0	0.0	9.0	68.2	7.0					5.5		7.0	1.0				0.0			318.0	6.0	1.56	7.0														10.0	2.0	30.0	77.0	11.0	2.0	4.0	42.0	50.0	0.43	41.65	5.46	
13261	천재환	67905	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67905.jpg	23.0	1994년 04월 01일	외야수(우투우타)	181.0	83.0	대전신흥초-공주중-화순고-고려대		7600만원	17 NC 육성선수	22NC	NC	2025.0	31.0	CF	115.0	right	batter	232.0	0.233			4.0				3.0							0.29	0.661	260.0	0.091		25.0			15.0	3.0	5.0		0.371	86.0					8.0	3.0	15.0	54.0	5.0	6.0	0.0	43.0	49.0	0.16	-0.06	255.0	0.22													74.6
12565	최성영	66920	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66920.jpg	26.0	1997년 04월 28일	투수(좌투좌타)	180.0	85.0	영랑초-설악중-설악고-NC-상무	10000만원	8000만원	16 NC 2차 2라운드 13순위	16NC	NC	2025.0	28.0	P	34.0	left	pitcher			1.0	0.0		31.0	5.98	5.72		2.0	28.0	6.0	4.0	46.2	2.0					5.98		2.0	0.0				0.0			221.0	2.0	1.84	2.0														11.0	2.0	28.0	58.0	3.0	6.0	1.0	31.0	33.0	-0.35	36.1	6.96	
12534	최원준	66606	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66606.jpg	31.0	1997년 03월 23일	외야수(우투좌타)	178.0	85.0	연현초-서울경원중-서울고-KIA-상무-KIA	15000만원	40000만원	16 KIA 2차 1라운드 3순위	16KIA	NC	2025.0	28.0	CF	76.0	left	batter	227.0	0.229			1.0				2.0							0.282	0.595	245.0	0.069		19.0			9.0	1.0	0.0		0.313	71.0					7.0	0.0	15.0	52.0	2.0	4.0	0.0	28.0	43.0	-0.82	-0.62	245.0	-0.2													59.7
14221	최정원	69992	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69992.jpg	14.0	2000년 06월 24일	내야수(우투좌타)	176.0	70.0	서원초-청주중-청주고-NC-상무	5000만원	7000만원	19 NC 2차 7라운드 67순위	20NC	NC	2025.0	25.0	CF	86.0	left	batter	119.0	0.277			6.0				0.0							0.42	0.723	154.0	0.148		11.0			30.0	1.0	4.0		0.303	36.0					3.0	0.0	18.0	33.0	12.0	0.0	0.0	39.0	21.0	1.34	0.14	150.0	1.21													120.2
13250	한석현	64101	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64101.jpg	33.0	1994년 05월 17일	외야수(좌투좌타)	181.0	73.0	후암초-대천중-경남고-LG	5000만원	3700만원	14 LG 2차 5라운드 48순위	20LG	NC	2025.0	31.0	CF	53.0	left	batter	109.0	0.193			1.0				1.0							0.308	0.62	134.0	0.09		20.0			1.0	2.0	4.0		0.312	34.0					4.0	0.0	12.0	21.0	7.0	3.0	0.0	16.0	27.0	0.2	0.16	130.0	0.04													73.5
10659	고종욱	61353	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg	57.0	1989년 01월 11일	외야수(우투좌타)	184.0	83.0	역삼초-대치중-경기고-한양대-히어로즈-상무-히어로즈-SK-SSG	8000만원	15000만원	11 넥센 3라운드 19순위	11넥센	HT	2025.0	36.0	LF	46.0	left	batter	115.0	0.296			1.0				2.0							0.317	0.708	123.0	0.099		16.0			2.0	3.0	0.0		0.391	45.0					2.0	0.0	5.0	34.0	0.0	3.0	1.0	13.0	17.0	0.17	0.22	122.0	-0.05													83.4
12944	김건국	76225	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76225.jpg	43.0	1988년 02월 02일	투수(우투우타)	183.0	86.0	한서초(서부리틀)-청량중-덕수고-두산-KT-롯데	13000만원	4500만원	06 두산 2차 1라운드 6순위	06두산	HT	2025.0	37.0	P	24.0	right	pitcher			0.0	0.0		31.0	6.44	6.11		6.0	19.0	5.0	1.0	43.1	2.0					6.44		2.0	0.0				0.0			200.0	0.0	1.57	3.0														7.0	0.0	15.0	53.0	5.0	9.0	0.0	31.0	30.0	-0.42	34.65	7.2	
12540	김규성	66614	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66614.jpg	14.0	1997년 03월 08일	내야수(우투좌타)	185.0	88.0	갈산초-선린중-선린인터넷고	4000만원	6500만원	16 KIA 2차 7라운드 63순위	17KIA	HT	2025.0	28.0	2B	122.0	left	batter	172.0	0.227			2.0				1.0							0.314	0.599	199.0	0.084		14.0			5.0	0.0	5.0		0.285	49.0					4.0	0.0	20.0	39.0	2.0	2.0	0.0	28.0	47.0	0.51	0.23	194.0	0.28													70.9
15056	김도영	52605	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52605.jpg	5.0	2003년 10월 02일	내야수(우투우타)	183.0	85.0	광주대성초-광주동성중-광주동성고	40000만원	50000만원	22 KIA 1차	22KIA	HT	2025.0	22.0	3B	30.0	right	batter	110.0	0.309			0.0				3.0							0.361	0.943	122.0	0.181		27.0			3.0	2.0	0.0		0.582	64.0					9.0	0.0	10.0	34.0	0.0	7.0	1.0	20.0	23.0	1.28	0.23	121.0	1.05													153.6
14128	김도현	69745	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69745.jpg	60.0	2000년 09월 15일	투수(우투우타)	183.0	87.0	길원초(동대문구리틀)-잠신중-신일고-한화	8000만원	9000만원	19 한화 2차 4라운드 33순위	19한화	HT	2025.0	25.0	P	24.0	right	pitcher			1.0	0.0		67.0	4.81	4.62		0.0	0.0	24.0	0.0	125.1	7.0					5.67		11.0	0.0				0.0			561.0	4.0	1.45	5.0														28.0	4.0	33.0	149.0	10.0	11.0	0.0	79.0	71.0	1.29	75.75	5.44	
12917	김석환	67610	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg	35.0	1999년 02월 28일	외야수(좌투좌타)	187.0	97.0	광주서석초-광주동성중-광주동성고	9000만원	4000만원	17 KIA 2차 3라운드 24순위	17KIA	HT	2025.0	26.0	LF	47.0	left	batter	117.0	0.265			0.0				0.0							0.351	0.71	134.0	0.123		16.0			0.0	1.0	0.0		0.359	42.0					1.0	2.0	14.0	31.0	2.0	2.0	0.0	14.0	55.0	-0.1	-0.4	134.0	0.3													104.2
10008	김선빈	78603	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78603.jpg	3.0	1989년 12월 18일	내야수(우투우타)	165.0	77.0	화순초-화순중-화순고-KIA-상무	3000만원	60000만원	08 KIA 2차 6라운드 43순위	08KIA	HT	2025.0	36.0	2B	75.0	right	batter	258.0	0.322			0.0				9.0							0.391	0.825	291.0	0.16		43.0			3.0	1.0	2.0		0.434	112.0					18.0	1.0	27.0	83.0	3.0	3.0	0.0	28.0	29.0	1.87	-0.57	289.0	2.45													135.6
10459	김태군	78122	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78122.jpg	42.0	1989년 12월 30일	포수(우투우타)	182.0	92.0	양정초-대동중-부산고-LG-NC-경찰-NC-삼성	8000만원	70000만원	08 LG 2차 3라운드 17순위	08LG	HT	2025.0	36.0	C	97.0	right	batter	233.0	0.262			0.0				8.0							0.335	0.713	271.0	0.114		31.0			0.0	3.0	8.0		0.378	88.0					10.0	1.0	17.0	61.0	10.0	5.0	1.0	20.0	20.0	1.74	0.48	263.0	1.26													95.4
11298	김호령	65653	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65653.jpg	27.0	1992년 04월 30일	외야수(우투우타)	178.0	85.0	관산초-안산중앙중-군산상고-동국대-KIA-경찰	3000만원	8000만원	15 KIA 2차 10라운드 102순위	15KIA	HT	2025.0	33.0	CF	92.0	right	batter	294.0	0.279			1.0				4.0							0.355	0.801	338.0	0.147		38.0			11.0	1.0	8.0		0.446	131.0					25.0	3.0	31.0	82.0	4.0	6.0	0.0	40.0	80.0	2.45	0.22	330.0	2.23													123.7
11162	나성범	62947	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg	47.0	1989년 10월 03일	외야수(좌투좌타)	183.0	100.0	광주대성초-진흥중-진흥고-연세대-NC	30000만원	80000만원	12 NC 2라운드 10순위	12NC	HT	2025.0	36.0	RF	69.0	left	batter	234.0	0.278			0.0				6.0							0.39	0.852	277.0	0.172		33.0			0.0	0.0	0.0		0.462	108.0					16.0	0.0	38.0	65.0	5.0	9.0	1.0	27.0	68.0	1.87	-0.3	276.0	2.17													144.1
16088	네일	54640	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54640.jpg	40.0	1993년 02월 08일	투수(우투우타)	193.0	83.0	미국 Alabama at Birmingham(대)	200000달러	1200000달러	24 KIA 자유선발	24KIA	HT	2025.0	32.0	P	27.0	right	pitcher			0.0	0.0		41.0	2.25	3.11		0.0	0.0	27.0	0.0	164.1	4.0					2.52		9.0	0.0				0.0			664.0	8.0	1.07	4.0														18.0	1.0	41.0	135.0	15.0	6.0	0.0	46.0	152.0	7.28	45.3	2.48	
14611	박민	50657	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50657.jpg	2.0	2001년 06월 05일	내야수(우투우타)	184.0	84.0	갈산초-성남중-야탑고-KIA-상무	15000만원	3800만원	20 KIA 2차 1라운드 6순위	20KIA	HT	2025.0	24.0	3B	60.0	right	batter	79.0	0.228			0.0				1.0							0.291	0.607	88.0	0.075		6.0			1.0	0.0	2.0		0.316	25.0					4.0	0.0	4.0	18.0	3.0	1.0	0.0	11.0	28.0	0.2	0.2	86.0	0.0													64.1
12869	박정우	67609	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg	15.0	1998년 02월 01일	외야수(좌투좌타)	175.0	68.0	역삼초-언북중-덕수고	5000만원	6500만원	17 KIA 2차 7라운드 64순위	21KIA	HT	2025.0	27.0	CF	53.0	left	batter	62.0	0.274			1.0				1.0							0.4	0.706	75.0	0.138		4.0			2.0	0.0	0.0		0.306	19.0					2.0	0.0	10.0	17.0	3.0	0.0	0.0	17.0	12.0	0.42	0.04	75.0	0.38													118.1
11261	박찬호	64646	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64646.jpg	1.0	1995년 06월 05일	내야수(우투우타)	178.0	72.0	신답초-건대부중-장충고	8000만원	45000만원	14 KIA 2차 5라운드 50순위	14KIA	HT	2025.0	30.0	SS	122.0	right	batter	472.0	0.292			5.0				4.0							0.372	0.734	548.0	0.133		37.0			26.0	5.0	8.0		0.362	171.0					17.0	2.0	60.0	138.0	3.0	4.0	0.0	72.0	58.0	4.52	0.35	540.0	4.17													112.7
14124	변우혁	69727	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69727.jpg	29.0	2000년 03월 18일	내야수(우투우타)	185.0	100.0	일산초-현도중-북일고-한화-상무-한화	18000만원	8500만원	19 한화 1차	19한화	HT	2025.0	25.0	3B	47.0	right	batter	142.0	0.218			0.0				3.0							0.275	0.543	153.0	0.053		17.0			0.0	0.0	0.0		0.268	38.0					7.0	0.0	10.0	31.0	1.0	0.0	0.0	11.0	47.0	-0.13	0.39	153.0	-0.52													45.2
16085	성영탁	54610	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54610.jpg	65.0	2004년 07월 28일	투수(우투우타)	180.0	89.0	동주초(부산서구리틀)-개성중-부산고	3000만원	3000만원	24 KIA 10라운드 96순위	25KIA	HT	2025.0	21.0	P	43.0	right	pitcher			0.0	0.0		9.0	1.62	3.69		5.0	43.0	0.0	7.0	50.0	2.0					1.98		4.0	0.0				0.0			190.0	3.0	0.96	1.0														6.0	0.0	12.0	36.0	0.0	2.0	0.0	11.0	29.0	2.07	13.55	2.44	
10058	양현종	77637	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77637.jpg	54.0	1988년 03월 01일	투수(좌투좌타)	183.0	91.0	학강초-광주동성중-광주동성고-KIA-텍사스	20000만원	50000만원	07 KIA 2차 1라운드 1순위	07KIA	HT	2025.0	37.0	P	27.0	left	pitcher			0.0	0.0		73.0	4.73	4.15		0.0	0.0	27.0	0.0	139.0	8.0					5.63		13.0	0.0				0.0			613.0	7.0	1.49	8.0														19.0	3.0	52.0	155.0	3.0	9.0	1.0	87.0	99.0	1.59	82.2	5.32	
14181	오선우	69636	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69636.jpg	56.0	1996년 12월 13일	내야수(좌투좌타)	186.0	95.0	성동초-자양중-배명고-인하대	5000만원	3400만원	19 KIA 2차 5라운드 50순위	19KIA	HT	2025.0	29.0	1B	111.0	left	batter	395.0	0.268			1.0				9.0							0.325	0.763	428.0	0.126		51.0			0.0	0.0	0.0		0.438	173.0					17.0	1.0	30.0	106.0	3.0	16.0	2.0	54.0	142.0	0.08	-0.81	428.0	0.89													107.0
15071	윤석원	52395	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52395.jpg	95.0	2003년 07월 04일	투수(좌투좌타)	185.0	81.0	부산대연초-개성중-부산고	6000만원	4000만원	22 키움 2차 4라운드 36순위	23키움	WO	2025.0	22.0	P	31.0	left	pitcher			0.0	0.0		22.0	6.0	4.23		9.0	31.0	0.0	8.0	33.0	1.0					6.0		0.0	0.0				0.0			142.0	1.0	1.42	0.0														8.0	3.0	11.0	36.0	1.0	3.0	2.0	22.0	24.0	-0.27	22.05	6.01	
14591	이주형	50167	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50167.jpg	2.0	2001년 04월 02일	외야수(우투좌타)	181.0	80.0	송수초(해운대리틀)-센텀중-경남고-LG	15000만원	11000만원	20 LG 2차 2라운드 13순위	20LG	WO	2025.0	24.0	CF	118.0	left	batter	414.0	0.242			1.0				7.0							0.339	0.706	478.0	0.117		43.0			15.0	0.0	3.0		0.367	152.0					20.0	1.0	35.0	100.0	26.0	10.0	2.0	48.0	108.0	2.64	0.45	474.0	2.2													106.2
12516	이형종	78135	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78135.jpg	36.0	1989년 06월 07일	외야수(우투우타)	183.0	87.0	화곡초-양천중-서울고-LG	43000만원	60000만원	08 LG 1차	08LG	WO	2025.0	36.0	LF	30.0	right	batter	68.0	0.206			0.0				3.0							0.299	0.637	79.0	0.092		6.0			1.0	0.0	2.0		0.338	23.0					3.0	0.0	8.0	14.0	1.0	2.0	0.0	4.0	22.0	0.17	0.11	77.0	0.05													84.8
11226	임병욱	64346	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64346.jpg	6.0	1995년 09월 30일	외야수(우투좌타)	187.0	94.0	수원신곡초-배명중-덕수고-히어로즈-키움-상무	20000만원	6000만원	14 넥센 1차	14넥센	WO	2025.0	30.0	CF	43.0	left	batter	115.0	0.243			0.0				3.0							0.261	0.618	119.0	0.067		11.0			1.0	1.0	0.0		0.357	41.0					3.0	2.0	3.0	28.0	0.0	2.0	0.0	10.0	28.0	-0.57	-0.29	119.0	-0.27													61.1
11225	임지열	64340	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64340.jpg	29.0	1995년 08월 22일	외야수(우투우타)	180.0	94.0	대전신흥초-건대부중-덕수고-히어로즈-경찰	11000만원	5800만원	14 넥센 2차 2라운드 22순위	14넥센	WO	2025.0	30.0	LF	93.0	right	batter	335.0	0.254			5.0				10.0							0.331	0.737	379.0	0.125		46.0			13.0	3.0	1.0		0.406	136.0					14.0	2.0	38.0	85.0	2.0	11.0	0.0	49.0	104.0	1.39	0.3	378.0	1.08													112.9
16332	전태현	55397	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55397.jpg	97.0	2006년 03월 02일	내야수(우투좌타)	180.0	82.0	양덕초-마산동중-용마고	8000만원	3000만원	25 키움 5라운드 41순위	25키움	WO	2025.0	19.0	2B	73.0	left	batter	175.0	0.229			0.0				2.0							0.305	0.562	200.0	0.069		10.0			4.0	2.0	3.0		0.257	45.0					5.0	0.0	20.0	40.0	0.0	0.0	0.0	19.0	55.0	-0.18	-0.06	197.0	-0.13													62.5
16325	정현우	55313	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55313.jpg	13.0	2006년 04월 13일	투수(좌투좌타)	181.0	91.0	홍제초(서대문구리틀)-충암중-덕수고	50000만원	3000만원	25 키움 1라운드 1순위	25키움	WO	2025.0	19.0	P	17.0	left	pitcher			2.0	0.0		53.0	6.09	5.57		0.0	0.0	17.0	0.0	78.1	7.0					7.24		7.0	0.0				0.0			371.0	3.0	1.72	4.0														20.0	0.0	45.0	90.0	6.0	8.0	0.0	63.0	51.0	-0.26	60.25	6.92	
14132	조영건	69360	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69360.jpg	20.0	1999년 02월 04일	투수(우투우타)	180.0	85.0	대전신흥초-충남중-백송고	10000만원	3800만원	19 넥센 2차 2라운드 14순위	19키움	WO	2025.0	26.0	P	47.0	right	pitcher			0.0	0.0		48.0	5.81	5.91		13.0	41.0	6.0	7.0	74.1	5.0					5.93		2.0	6.0				0.0			335.0	5.0	1.55	5.0														16.0	1.0	34.0	81.0	4.0	12.0	0.0	49.0	46.0	-0.41	49.85	6.04	
14133	주성원	69332	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69332.jpg	25.0	2000년 08월 30일	외야수(우투우타)	182.0	95.0	부산대연초(남구리틀)-부산신정중-개성고	8000만원	3800만원	19 넥센 2차 3라운드 24순위	19키움	WO	2025.0	25.0	RF	51.0	right	batter	137.0	0.248			0.0				2.0							0.325	0.624	154.0	0.09		11.0			4.0	1.0	0.0		0.299	41.0					4.0	0.0	12.0	34.0	4.0	1.0	0.0	20.0	40.0	0.06	0.06	154.0	0.0													81.5
15067	주승우	52330	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52330.jpg	30.0	2000년 01월 30일	투수(우투우타)	180.0	82.0	송추초(의정부리틀)-영동중-서울고-성균관대	18000만원	7700만원	22 키움 1차	22키움	WO	2025.0	25.0	P	42.0	right	pitcher			0.0	0.0		12.0	2.45	5.18		25.0	42.0	0.0	5.0	44.0	2.0					2.66		3.0	16.0				0.0			179.0	2.0	1.18	1.0														1.0	0.0	17.0	35.0	2.0	7.0	0.0	13.0	35.0	1.49	14.35	2.94	
10182	최주환	76267	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76267.jpg	53.0	1988년 02월 28일	내야수(우투좌타)	177.0	73.0	학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG	6000만원	30000만원	06 두산 2차 6라운드 46순위	06두산	WO	2025.0	37.0	1B	118.0	left	batter	453.0	0.276			0.0				8.0							0.331	0.759	499.0	0.124		73.0			0.0	6.0	0.0		0.428	194.0					31.0	1.0	35.0	125.0	5.0	12.0	2.0	45.0	65.0	0.58	-0.46	497.0	1.04													112.6
16156	카디네스	54444	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54444.jpg	4.0	1997년 10월 10일	외야수(우투우타)	185.0	93.0	미국 California State(대)-삼성		450000달러	24 삼성 자유선발	24삼성	WO	2025.0	28.0	DH	86.0	right	batter	320.0	0.253			2.0				7.0							0.33	0.702	361.0	0.111		42.0			1.0	3.0	0.0		0.372	119.0					15.0	1.0	32.0	81.0	6.0	7.0	2.0	33.0	67.0	-0.23	-0.63	360.0	0.4													100.8
15004	푸이그	52366	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52366.jpg		1990년 12월 07일	외야수(우투우타)	188.0	108.0	쿠바 EIEFD(대)-키움	300000달러	1000000달러	22 키움 자유선발	22키움	WO	2025.0	35.0	LF	40.0	right	batter	156.0	0.212			0.0				1.0							0.285	0.625	172.0	0.083		20.0			0.0	0.0	0.0		0.34	53.0					2.0	0.0	12.0	33.0	4.0	6.0	0.0	17.0	38.0	-0.38	-0.23	172.0	-0.15													75.1
11222	하영민	64350	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64350.jpg	50.0	1995년 05월 07일	투수(우투우타)	183.0	74.0	광주수창초-진흥중-진흥고-히어로즈	15000만원	16500만원	14 넥센 2차 1라운드 4순위	14넥센	WO	2025.0	30.0	P	26.0	right	pitcher			0.0	0.0		82.0	5.3	3.85		0.0	0.0	26.0	0.0	139.1	13.0					5.62		7.0	0.0				0.0			616.0	7.0	1.42	7.0														27.0	3.0	38.0	160.0	9.0	12.0	1.0	87.0	120.0	1.18	83.1	5.37	
11098	김인태	63257	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg	33.0	1994년 07월 03일	외야수(좌투좌타)	178.0	78.0	포항제철서초-천안북중-북일고-두산-경찰	20000만원	7200만원	13 두산 1라운드 4순위	13두산	OB	2025.0	31.0	LF	98.0	left	batter	168.0	0.232			1.0				2.0							0.378	0.735	209.0	0.145		25.0			0.0	1.0	0.0		0.357	60.0					10.0	1.0	35.0	39.0	5.0	3.0	0.0	17.0	49.0	1.23	0.11	209.0	1.12													123.3
10643	김재환	78224	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78224.jpg	32.0	1988년 09월 22일	외야수(우투좌타)	183.0	90.0	영랑초-상인천중-인천고-두산-상무	15000만원	100000만원	08 두산 2차 1라운드 4순위	08두산	OB	2025.0	37.0	DH	98.0	left	batter	334.0	0.237			2.0				4.0							0.344	0.733	392.0	0.128		46.0			6.0	2.0	0.0		0.389	130.0					11.0	2.0	52.0	79.0	4.0	12.0	3.0	40.0	94.0	1.37	0.41	390.0	0.96													109.9
16067	김택연	54263	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54263.jpg	63.0	2005년 06월 03일	투수(우투우타)	181.0	88.0	동막초-상인천중-인천고	35000만원	14000만원	24 두산 1라운드 2순위	24두산	OB	2025.0	20.0	P	61.0	right	pitcher			0.0	0.0		26.0	3.71	3.87		40.0	61.0	0.0	0.0	63.0	5.0					4.43		3.0	23.0				0.0			270.0	3.0	1.22	5.0														6.0	0.0	31.0	46.0	5.0	6.0	2.0	31.0	74.0	1.26	29.8	4.26	
